topic,category,definition,is_topic_relevant,did_participant_mention_this,ID,design,ID2,order
CAR,Power,Mentions engine power as the top / one of the top concern(s),0,1,s17,Cluttered,17,5
CAR,Power,Mentions engine power as the top / one of the top concern(s),0,0,s18,Decluttered,18,1
CAR,Power,Mentions engine power as the top / one of the top concern(s),0,0,s19,Decluttered,19,4
CAR,Power,Mentions engine power as the top / one of the top concern(s),0,0,s21,Focused,21,3
CAR,Power,Mentions engine power as the top / one of the top concern(s),0,0,s28,Focused,28,2
CAR,Power,Mentions engine power as the top / one of the top concern(s),0,0,s29,Focused,29,2
CAR,Power,Mentions engine power as the top / one of the top concern(s),0,0,s30,Focused,30,2
CAR,Power,Mentions engine power as the top / one of the top concern(s),0,0,s31,Focused,31,2
CAR,Power,Mentions engine power as the top / one of the top concern(s),0,0,s32,Cluttered,32,5
CAR,Power,Mentions engine power as the top / one of the top concern(s),0,1,s33,Cluttered,33,6
CAR,Power,Mentions engine power as the top / one of the top concern(s),0,0,s34,Decluttered,34,1
PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,1,s1,Decluttered,1,5
PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s2,Focused,2,2
PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s4,Cluttered,4,3
PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s5,Focused,5,2
PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s7,Cluttered,7,1
PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s8,Cluttered,8,3
PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s9,Focused,9,4
PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s10,Decluttered,10,5
PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s11,Cluttered,11,1
PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s12,Focused,12,4
PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s14,Cluttered,14,3
PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s15,Focused,15,2
PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s16,Decluttered,16,5
PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s17,Cluttered,17,1
PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s18,Focused,18,4
PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s19,Decluttered,19,5
PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s21,Focused,21,2
PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s28,Decluttered,28,6
PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s29,Decluttered,29,6
PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s30,Decluttered,30,6
PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s31,Decluttered,31,6
PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s32,Cluttered,32,1
PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s33,Cluttered,33,3
PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s34,Focused,34,4
TIRES,Price,Mentions specific prices,0,0,s1,Cluttered,1,6
TIRES,Price,Mentions specific prices,0,0,s2,Decluttered,2,1
TIRES,Price,Mentions specific prices,0,0,s4,Focused,4,5
TIRES,Price,Mentions specific prices,0,0,s5,Decluttered,5,1
TIRES,Price,Mentions specific prices,0,0,s7,Decluttered,7,3
TIRES,Price,Mentions specific prices,0,1,s8,Focused,8,5
TIRES,Price,Mentions specific prices,0,0,s9,Focused,9,2
TIRES,Price,Mentions specific prices,0,0,s10,Cluttered,10,6
TIRES,Price,Mentions specific prices,0,0,s11,Decluttered,11,3
TIRES,Price,Mentions specific prices,0,0,s12,Focused,12,2
TIRES,Price,Mentions specific prices,0,0,s14,Focused,14,5
TIRES,Price,Mentions specific prices,0,0,s15,Decluttered,15,1
TIRES,Price,Mentions specific prices,0,0,s16,Cluttered,16,6
TIRES,Price,Mentions specific prices,0,0,s17,Decluttered,17,3
TIRES,Price,Mentions specific prices,0,0,s18,Focused,18,2
TIRES,Price,Mentions specific prices,0,0,s19,Cluttered,19,6
TIRES,Price,Mentions specific prices,0,0,s21,Decluttered,21,1
TIRES,Price,Mentions specific prices,0,0,s28,Cluttered,28,3
TIRES,Price,Mentions specific prices,0,0,s29,Cluttered,29,3
TIRES,Price,Mentions specific prices,0,0,s30,Cluttered,30,3
TIRES,Price,Mentions specific prices,0,0,s31,Cluttered,31,3
TIRES,Price,Mentions specific prices,0,0,s32,Decluttered,32,3
TIRES,Price,Mentions specific prices,0,1,s33,Focused,33,5
TIRES,Price,Mentions specific prices,0,0,s34,Focused,34,2
CAR,Problems,Mentions that there were many problems,0,0,s1,Decluttered,1,4
CAR,Problems,Mentions that there were many problems,0,0,s2,Focused,2,3
CAR,Problems,Mentions that there were many problems,0,0,s4,Cluttered,4,6
CAR,Problems,Mentions that there were many problems,0,0,s5,Focused,5,3
CAR,Problems,Mentions that there were many problems,0,0,s7,Cluttered,7,5
CAR,Problems,Mentions that there were many problems,0,0,s8,Cluttered,8,6
CAR,Problems,Mentions that there were many problems,0,0,s9,Decluttered,9,1
CAR,Problems,Mentions that there were many problems,0,0,s10,Decluttered,10,4
CAR,Problems,Mentions that there were many problems,0,1,s11,Cluttered,11,5
CAR,Problems,Mentions that there were many problems,0,1,s12,Decluttered,12,1
CAR,Problems,Mentions that there were many problems,0,0,s14,Cluttered,14,6
CAR,Problems,Mentions that there were many problems,0,0,s15,Focused,15,3
CAR,Problems,Mentions that there were many problems,0,0,s16,Decluttered,16,4
CAR,Problems,Mentions that there were many problems,0,0,s17,Cluttered,17,5
CAR,Problems,Mentions that there were many problems,0,0,s18,Decluttered,18,1
CAR,Problems,Mentions that there were many problems,0,0,s19,Decluttered,19,4
CAR,Problems,Mentions that there were many problems,0,0,s21,Focused,21,3
CAR,Problems,Mentions that there were many problems,0,0,s28,Focused,28,2
CAR,Problems,Mentions that there were many problems,0,0,s29,Focused,29,2
CAR,Problems,Mentions that there were many problems,0,0,s30,Focused,30,2
CAR,Problems,Mentions that there were many problems,0,1,s31,Focused,31,2
CAR,Problems,Mentions that there were many problems,0,1,s32,Cluttered,32,5
CAR,Problems,Mentions that there were many problems,0,0,s33,Cluttered,33,6
CAR,Problems,Mentions that there were many problems,0,0,s34,Decluttered,34,1
NEWS,Radio,Mentions a trend related to radio,0,0,s1,Cluttered,1,3
NEWS,Radio,Mentions a trend related to radio,0,0,s2,Cluttered,2,4
NEWS,Radio,Mentions a trend related to radio,0,0,s4,Focused,4,1
NEWS,Radio,Mentions a trend related to radio,0,0,s5,Cluttered,5,4
NEWS,Radio,Mentions a trend related to radio,0,0,s7,Decluttered,7,2
NEWS,Radio,Mentions a trend related to radio,0,1,s8,Focused,8,1
NEWS,Radio,Mentions a trend related to radio,0,0,s9,Decluttered,9,6
NEWS,Radio,Mentions a trend related to radio,0,0,s10,Cluttered,10,3
NEWS,Radio,Mentions a trend related to radio,0,0,s11,Decluttered,11,2
NEWS,Radio,Mentions a trend related to radio,0,0,s12,Decluttered,12,6
NEWS,Radio,Mentions a trend related to radio,0,0,s14,Focused,14,1
NEWS,Radio,Mentions a trend related to radio,0,0,s15,Cluttered,15,4
NEWS,Radio,Mentions a trend related to radio,0,0,s16,Cluttered,16,3
NEWS,Radio,Mentions a trend related to radio,0,1,s17,Decluttered,17,2
NEWS,Radio,Mentions a trend related to radio,0,0,s18,Decluttered,18,6
NEWS,Radio,Mentions a trend related to radio,0,0,s19,Cluttered,19,3
NEWS,Radio,Mentions a trend related to radio,0,0,s21,Cluttered,21,4
NEWS,Radio,Mentions a trend related to radio,0,0,s28,Focused,28,5
NEWS,Radio,Mentions a trend related to radio,0,0,s29,Focused,29,5
NEWS,Radio,Mentions a trend related to radio,0,0,s30,Focused,30,5
NEWS,Radio,Mentions a trend related to radio,0,1,s31,Focused,31,5
NEWS,Radio,Mentions a trend related to radio,0,0,s32,Decluttered,32,2
NEWS,Radio,Mentions a trend related to radio,0,0,s33,Focused,33,1
NEWS,Radio,Mentions a trend related to radio,0,1,s34,Decluttered,34,6
CAR,Range,Mentions the range / percentage of concerns,0,0,s1,Decluttered,1,4
CAR,Range,Mentions the range / percentage of concerns,0,0,s2,Focused,2,3
CAR,Range,Mentions the range / percentage of concerns,0,1,s4,Cluttered,4,6
CAR,Range,Mentions the range / percentage of concerns,0,0,s5,Focused,5,3
CAR,Range,Mentions the range / percentage of concerns,0,0,s7,Cluttered,7,5
CAR,Range,Mentions the range / percentage of concerns,0,0,s8,Cluttered,8,6
CAR,Range,Mentions the range / percentage of concerns,0,0,s9,Decluttered,9,1
CAR,Range,Mentions the range / percentage of concerns,0,0,s10,Decluttered,10,4
CAR,Range,Mentions the range / percentage of concerns,0,0,s11,Cluttered,11,5
CAR,Range,Mentions the range / percentage of concerns,0,0,s12,Decluttered,12,1
CAR,Range,Mentions the range / percentage of concerns,0,0,s14,Cluttered,14,6
CAR,Range,Mentions the range / percentage of concerns,0,0,s15,Focused,15,3
CAR,Range,Mentions the range / percentage of concerns,0,0,s16,Decluttered,16,4
CAR,Range,Mentions the range / percentage of concerns,0,0,s17,Cluttered,17,5
CAR,Range,Mentions the range / percentage of concerns,0,0,s18,Decluttered,18,1
CAR,Range,Mentions the range / percentage of concerns,0,1,s19,Decluttered,19,4
CAR,Range,Mentions the range / percentage of concerns,0,1,s21,Focused,21,3
CAR,Range,Mentions the range / percentage of concerns,0,0,s28,Focused,28,2
CAR,Range,Mentions the range / percentage of concerns,0,0,s29,Focused,29,2
CAR,Range,Mentions the range / percentage of concerns,0,0,s30,Focused,30,2
CAR,Range,Mentions the range / percentage of concerns,0,0,s31,Focused,31,2
CAR,Range,Mentions the range / percentage of concerns,0,0,s32,Cluttered,32,5
CAR,Range,Mentions the range / percentage of concerns,0,0,s33,Cluttered,33,6
CAR,Range,Mentions the range / percentage of concerns,0,0,s34,Decluttered,34,1
PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s1,Decluttered,1,5
PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s2,Focused,2,2
PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,1,s4,Cluttered,4,3
PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s5,Focused,5,2
PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s7,Cluttered,7,1
PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s8,Cluttered,8,3
PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s9,Focused,9,4
PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s10,Decluttered,10,5
PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s11,Cluttered,11,1
PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s12,Focused,12,4
PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s14,Cluttered,14,3
PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s15,Focused,15,2
PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s16,Decluttered,16,5
PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s17,Cluttered,17,1
PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s18,Focused,18,4
PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s19,Decluttered,19,5
PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s21,Focused,21,2
PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s28,Decluttered,28,6
PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s29,Decluttered,29,6
PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s30,Decluttered,30,6
PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s31,Decluttered,31,6
PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s32,Cluttered,32,1
PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s33,Cluttered,33,3
PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s34,Focused,34,4
HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s1,Focused,1,1
HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s2,Decluttered,2,6
HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s4,Decluttered,4,2
HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s5,Decluttered,5,6
HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s7,Focused,7,4
HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s8,Decluttered,8,2
HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s9,Cluttered,9,5
HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s10,Focused,10,1
HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s11,Focused,11,4
HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s12,Cluttered,12,5
HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s14,Decluttered,14,2
HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s15,Decluttered,15,6
HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s16,Focused,16,1
HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s17,Focused,17,4
HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s18,Cluttered,18,5
HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s19,Focused,19,1
HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s21,Decluttered,21,6
HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s28,Cluttered,28,4
HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s29,Cluttered,29,4
HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s30,Cluttered,30,4
HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s31,Cluttered,31,4
HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s32,Focused,32,4
HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s33,Decluttered,33,2
HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s34,Cluttered,34,5
CAR,Steering,Mentions steering as a concern,0,0,s1,Decluttered,1,4
CAR,Steering,Mentions steering as a concern,0,0,s2,Focused,2,3
CAR,Steering,Mentions steering as a concern,0,0,s4,Cluttered,4,6
CAR,Steering,Mentions steering as a concern,0,0,s5,Focused,5,3
CAR,Steering,Mentions steering as a concern,0,0,s7,Cluttered,7,5
CAR,Steering,Mentions steering as a concern,0,0,s8,Cluttered,8,6
CAR,Steering,Mentions steering as a concern,0,0,s9,Decluttered,9,1
CAR,Steering,Mentions steering as a concern,0,0,s10,Decluttered,10,4
CAR,Steering,Mentions steering as a concern,0,0,s11,Cluttered,11,5
CAR,Steering,Mentions steering as a concern,0,0,s12,Decluttered,12,1
CAR,Steering,Mentions steering as a concern,0,1,s14,Cluttered,14,6
CAR,Steering,Mentions steering as a concern,0,0,s15,Focused,15,3
CAR,Steering,Mentions steering as a concern,0,0,s16,Decluttered,16,4
CAR,Steering,Mentions steering as a concern,0,0,s17,Cluttered,17,5
CAR,Steering,Mentions steering as a concern,0,0,s18,Decluttered,18,1
CAR,Steering,Mentions steering as a concern,0,0,s19,Decluttered,19,4
CAR,Steering,Mentions steering as a concern,0,0,s21,Focused,21,3
CAR,Steering,Mentions steering as a concern,0,0,s28,Focused,28,2
CAR,Steering,Mentions steering as a concern,0,0,s29,Focused,29,2
CAR,Steering,Mentions steering as a concern,0,0,s30,Focused,30,2
CAR,Steering,Mentions steering as a concern,0,0,s31,Focused,31,2
CAR,Steering,Mentions steering as a concern,0,0,s32,Cluttered,32,5
CAR,Steering,Mentions steering as a concern,0,0,s33,Cluttered,33,6
CAR,Steering,Mentions steering as a concern,0,0,s34,Decluttered,34,1
NEWS,Television,Mentions that television is one of the most common news sources,0,0,s1,Cluttered,1,3
NEWS,Television,Mentions that television is one of the most common news sources,0,0,s2,Cluttered,2,4
NEWS,Television,Mentions that television is one of the most common news sources,0,0,s4,Focused,4,1
NEWS,Television,Mentions that television is one of the most common news sources,0,1,s5,Cluttered,5,4
NEWS,Television,Mentions that television is one of the most common news sources,0,1,s7,Decluttered,7,2
NEWS,Television,Mentions that television is one of the most common news sources,0,0,s8,Focused,8,1
NEWS,Television,Mentions that television is one of the most common news sources,0,1,s9,Decluttered,9,6
NEWS,Television,Mentions that television is one of the most common news sources,0,0,s10,Cluttered,10,3
NEWS,Television,Mentions that television is one of the most common news sources,0,1,s11,Decluttered,11,2
NEWS,Television,Mentions that television is one of the most common news sources,0,1,s12,Decluttered,12,6
NEWS,Television,Mentions that television is one of the most common news sources,0,1,s14,Focused,14,1
NEWS,Television,Mentions that television is one of the most common news sources,0,0,s15,Cluttered,15,4
NEWS,Television,Mentions that television is one of the most common news sources,0,1,s16,Cluttered,16,3
NEWS,Television,Mentions that television is one of the most common news sources,0,0,s17,Decluttered,17,2
NEWS,Television,Mentions that television is one of the most common news sources,0,0,s18,Decluttered,18,6
NEWS,Television,Mentions that television is one of the most common news sources,0,0,s19,Cluttered,19,3
NEWS,Television,Mentions that television is one of the most common news sources,0,1,s21,Cluttered,21,4
NEWS,Television,Mentions that television is one of the most common news sources,0,1,s28,Focused,28,5
NEWS,Television,Mentions that television is one of the most common news sources,0,1,s29,Focused,29,5
NEWS,Television,Mentions that television is one of the most common news sources,0,0,s30,Focused,30,5
NEWS,Television,Mentions that television is one of the most common news sources,0,0,s31,Focused,31,5
NEWS,Television,Mentions that television is one of the most common news sources,0,0,s32,Decluttered,32,2
NEWS,Television,Mentions that television is one of the most common news sources,0,1,s33,Focused,33,1
NEWS,Television,Mentions that television is one of the most common news sources,0,0,s34,Decluttered,34,6
NEWS,Trends,Mentions that a trend exists,0,1,s1,Cluttered,1,3
NEWS,Trends,Mentions that a trend exists,0,1,s2,Cluttered,2,4
NEWS,Trends,Mentions that a trend exists,0,1,s4,Focused,4,1
NEWS,Trends,Mentions that a trend exists,0,0,s5,Cluttered,5,4
NEWS,Trends,Mentions that a trend exists,0,0,s7,Decluttered,7,2
NEWS,Trends,Mentions that a trend exists,0,1,s8,Focused,8,1
NEWS,Trends,Mentions that a trend exists,0,0,s9,Decluttered,9,6
NEWS,Trends,Mentions that a trend exists,0,0,s10,Cluttered,10,3
NEWS,Trends,Mentions that a trend exists,0,0,s11,Decluttered,11,2
NEWS,Trends,Mentions that a trend exists,0,1,s12,Decluttered,12,6
NEWS,Trends,Mentions that a trend exists,0,0,s14,Focused,14,1
NEWS,Trends,Mentions that a trend exists,0,1,s15,Cluttered,15,4
NEWS,Trends,Mentions that a trend exists,0,0,s16,Cluttered,16,3
NEWS,Trends,Mentions that a trend exists,0,1,s17,Decluttered,17,2
NEWS,Trends,Mentions that a trend exists,0,1,s18,Decluttered,18,6
NEWS,Trends,Mentions that a trend exists,0,0,s19,Cluttered,19,3
NEWS,Trends,Mentions that a trend exists,0,0,s21,Cluttered,21,4
NEWS,Trends,Mentions that a trend exists,0,1,s28,Focused,28,5
NEWS,Trends,Mentions that a trend exists,0,0,s29,Focused,29,5
NEWS,Trends,Mentions that a trend exists,0,0,s30,Focused,30,5
NEWS,Trends,Mentions that a trend exists,0,0,s31,Focused,31,5
NEWS,Trends,Mentions that a trend exists,0,1,s32,Decluttered,32,2
NEWS,Trends,Mentions that a trend exists,0,0,s33,Focused,33,1
NEWS,Trends,Mentions that a trend exists,0,1,s34,Decluttered,34,6
PLANTS,Trends,Mentions that a trend exists,0,0,s1,Focused,1,2
PLANTS,Trends,Mentions that a trend exists,0,0,s2,Cluttered,2,5
PLANTS,Trends,Mentions that a trend exists,0,1,s4,Decluttered,4,4
PLANTS,Trends,Mentions that a trend exists,0,0,s5,Cluttered,5,5
PLANTS,Trends,Mentions that a trend exists,0,1,s7,Focused,7,6
PLANTS,Trends,Mentions that a trend exists,0,0,s8,Decluttered,8,4
PLANTS,Trends,Mentions that a trend exists,0,0,s9,Cluttered,9,3
PLANTS,Trends,Mentions that a trend exists,0,0,s10,Focused,10,2
PLANTS,Trends,Mentions that a trend exists,0,0,s11,Focused,11,6
PLANTS,Trends,Mentions that a trend exists,0,1,s12,Cluttered,12,3
PLANTS,Trends,Mentions that a trend exists,0,0,s14,Decluttered,14,4
PLANTS,Trends,Mentions that a trend exists,0,0,s15,Cluttered,15,5
PLANTS,Trends,Mentions that a trend exists,0,0,s16,Focused,16,2
PLANTS,Trends,Mentions that a trend exists,0,0,s17,Focused,17,6
PLANTS,Trends,Mentions that a trend exists,0,0,s18,Cluttered,18,3
PLANTS,Trends,Mentions that a trend exists,0,0,s19,Focused,19,2
PLANTS,Trends,Mentions that a trend exists,0,0,s21,Cluttered,21,5
PLANTS,Trends,Mentions that a trend exists,0,0,s28,Decluttered,28,1
PLANTS,Trends,Mentions that a trend exists,0,0,s29,Decluttered,29,1
PLANTS,Trends,Mentions that a trend exists,0,0,s30,Decluttered,30,1
PLANTS,Trends,Mentions that a trend exists,0,0,s31,Decluttered,31,1
PLANTS,Trends,Mentions that a trend exists,0,0,s32,Focused,32,6
PLANTS,Trends,Mentions that a trend exists,0,0,s33,Decluttered,33,4
PLANTS,Trends,Mentions that a trend exists,0,0,s34,Cluttered,34,3
TIRES,Trends,Mentions that a trend exists,0,1,s1,Cluttered,1,6
TIRES,Trends,Mentions that a trend exists,0,0,s2,Decluttered,2,1
TIRES,Trends,Mentions that a trend exists,0,1,s4,Focused,4,5
TIRES,Trends,Mentions that a trend exists,0,0,s5,Decluttered,5,1
TIRES,Trends,Mentions that a trend exists,0,1,s7,Decluttered,7,3
TIRES,Trends,Mentions that a trend exists,0,0,s8,Focused,8,5
TIRES,Trends,Mentions that a trend exists,0,1,s9,Focused,9,2
TIRES,Trends,Mentions that a trend exists,0,0,s10,Cluttered,10,6
TIRES,Trends,Mentions that a trend exists,0,0,s11,Decluttered,11,3
TIRES,Trends,Mentions that a trend exists,0,0,s12,Focused,12,2
TIRES,Trends,Mentions that a trend exists,0,0,s14,Focused,14,5
TIRES,Trends,Mentions that a trend exists,0,0,s15,Decluttered,15,1
TIRES,Trends,Mentions that a trend exists,0,1,s16,Cluttered,16,6
TIRES,Trends,Mentions that a trend exists,0,1,s17,Decluttered,17,3
TIRES,Trends,Mentions that a trend exists,0,0,s18,Focused,18,2
TIRES,Trends,Mentions that a trend exists,0,0,s19,Cluttered,19,6
TIRES,Trends,Mentions that a trend exists,0,1,s21,Decluttered,21,1
TIRES,Trends,Mentions that a trend exists,0,1,s28,Cluttered,28,3
TIRES,Trends,Mentions that a trend exists,0,0,s29,Cluttered,29,3
TIRES,Trends,Mentions that a trend exists,0,1,s30,Cluttered,30,3
TIRES,Trends,Mentions that a trend exists,0,0,s31,Cluttered,31,3
TIRES,Trends,Mentions that a trend exists,0,1,s32,Decluttered,32,3
TIRES,Trends,Mentions that a trend exists,0,0,s33,Focused,33,5
TIRES,Trends,Mentions that a trend exists,0,0,s34,Focused,34,2
PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s1,Decluttered,1,5
PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s2,Focused,2,2
PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s4,Cluttered,4,3
PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s5,Focused,5,2
PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s7,Cluttered,7,1
PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s8,Cluttered,8,3
PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s9,Focused,9,4
PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s10,Decluttered,10,5
PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s11,Cluttered,11,1
PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s12,Focused,12,4
PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s14,Cluttered,14,3
PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s15,Focused,15,2
PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s16,Decluttered,16,5
PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s17,Cluttered,17,1
PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s18,Focused,18,4
PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s19,Decluttered,19,5
PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s21,Focused,21,2
PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s28,Decluttered,28,6
PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s29,Decluttered,29,6
PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s30,Decluttered,30,6
PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s31,Decluttered,31,6
PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s32,Cluttered,32,1
PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s33,Cluttered,33,3
PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s34,Focused,34,4
HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,0,s1,Focused,1,1
HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,1,s2,Decluttered,2,6
HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,1,s4,Decluttered,4,2
HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,0,s5,Decluttered,5,6
HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,1,s7,Focused,7,4
HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,0,s8,Decluttered,8,2
HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,0,s9,Cluttered,9,5
HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,1,s10,Focused,10,1
HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,1,s11,Focused,11,4
HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,0,s12,Cluttered,12,5
HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,1,s14,Decluttered,14,2
HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,0,s15,Decluttered,15,6
HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,0,s16,Focused,16,1
HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,1,s17,Focused,17,4
HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,1,s18,Cluttered,18,5
HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,1,s19,Focused,19,1
HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,1,s21,Decluttered,21,6
HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,1,s28,Cluttered,28,4
HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,0,s29,Cluttered,29,4
HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,0,s30,Cluttered,30,4
HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,1,s31,Cluttered,31,4
HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,1,s32,Focused,32,4
HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,0,s33,Decluttered,33,2
HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,1,s34,Cluttered,34,5
