,topic,category,definition,is_topic_relevant,did_participant_mention_this,ID,design,order
1021,CAR,Power,Mentions engine power as the top / one of the top concern(s),0,1,s16,Decluttered,4
1022,CAR,Power,Mentions engine power as the top / one of the top concern(s),0,1,s17,Cluttered,5
1023,CAR,Power,Mentions engine power as the top / one of the top concern(s),0,0,s18,Decluttered,1
1024,CAR,Power,Mentions engine power as the top / one of the top concern(s),0,0,s19,Decluttered,4
1025,CAR,Power,Mentions engine power as the top / one of the top concern(s),0,0,s21,Focused,3
1026,CAR,Power,Mentions engine power as the top / one of the top concern(s),0,0,s28,Focused,2
1027,CAR,Power,Mentions engine power as the top / one of the top concern(s),0,0,s29,Focused,2
1028,CAR,Power,Mentions engine power as the top / one of the top concern(s),0,0,s30,Focused,2
1029,CAR,Power,Mentions engine power as the top / one of the top concern(s),0,0,s31,Focused,2
1030,CAR,Power,Mentions engine power as the top / one of the top concern(s),0,0,s32,Cluttered,5
1031,CAR,Power,Mentions engine power as the top / one of the top concern(s),0,1,s33,Cluttered,6
1032,CAR,Power,Mentions engine power as the top / one of the top concern(s),0,0,s34,Decluttered,1
1033,PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,1,s1,Decluttered,5
1034,PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s2,Focused,2
1035,PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s4,Cluttered,3
1036,PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s5,Focused,2
1037,PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s7,Cluttered,1
1038,PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s8,Cluttered,3
1039,PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s9,Focused,4
1040,PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s10,Decluttered,5
1041,PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s11,Cluttered,1
1042,PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s12,Focused,4
1043,PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s14,Cluttered,3
1044,PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s15,Focused,2
1045,PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s16,Decluttered,5
1046,PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s17,Cluttered,1
1047,PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s18,Focused,4
1048,PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s19,Decluttered,5
1049,PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s21,Focused,2
1050,PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s28,Decluttered,6
1051,PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s29,Decluttered,6
1052,PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s30,Decluttered,6
1053,PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s31,Decluttered,6
1054,PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s32,Cluttered,1
1055,PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s33,Cluttered,3
1056,PRISON,Prevalence,Mentions that certain reasons for imprisonment are more prevalent than others,0,0,s34,Focused,4
1057,TIRES,Price,Mentions specific prices,0,0,s1,Cluttered,6
1058,TIRES,Price,Mentions specific prices,0,0,s2,Decluttered,1
1059,TIRES,Price,Mentions specific prices,0,0,s4,Focused,5
1060,TIRES,Price,Mentions specific prices,0,0,s5,Decluttered,1
1061,TIRES,Price,Mentions specific prices,0,0,s7,Decluttered,3
1062,TIRES,Price,Mentions specific prices,0,1,s8,Focused,5
1063,TIRES,Price,Mentions specific prices,0,0,s9,Focused,2
1064,TIRES,Price,Mentions specific prices,0,0,s10,Cluttered,6
1065,TIRES,Price,Mentions specific prices,0,0,s11,Decluttered,3
1066,TIRES,Price,Mentions specific prices,0,0,s12,Focused,2
1067,TIRES,Price,Mentions specific prices,0,0,s14,Focused,5
1068,TIRES,Price,Mentions specific prices,0,0,s15,Decluttered,1
1069,TIRES,Price,Mentions specific prices,0,0,s16,Cluttered,6
1070,TIRES,Price,Mentions specific prices,0,0,s17,Decluttered,3
1071,TIRES,Price,Mentions specific prices,0,0,s18,Focused,2
1072,TIRES,Price,Mentions specific prices,0,0,s19,Cluttered,6
1073,TIRES,Price,Mentions specific prices,0,0,s21,Decluttered,1
1074,TIRES,Price,Mentions specific prices,0,0,s28,Cluttered,3
1075,TIRES,Price,Mentions specific prices,0,0,s29,Cluttered,3
1076,TIRES,Price,Mentions specific prices,0,0,s30,Cluttered,3
1077,TIRES,Price,Mentions specific prices,0,0,s31,Cluttered,3
1078,TIRES,Price,Mentions specific prices,0,0,s32,Decluttered,3
1079,TIRES,Price,Mentions specific prices,0,1,s33,Focused,5
1080,TIRES,Price,Mentions specific prices,0,0,s34,Focused,2
1081,CAR,Problems,Mentions that there were many problems,0,0,s1,Decluttered,4
1082,CAR,Problems,Mentions that there were many problems,0,0,s2,Focused,3
1083,CAR,Problems,Mentions that there were many problems,0,0,s4,Cluttered,6
1084,CAR,Problems,Mentions that there were many problems,0,0,s5,Focused,3
1085,CAR,Problems,Mentions that there were many problems,0,0,s7,Cluttered,5
1086,CAR,Problems,Mentions that there were many problems,0,0,s8,Cluttered,6
1087,CAR,Problems,Mentions that there were many problems,0,0,s9,Decluttered,1
1088,CAR,Problems,Mentions that there were many problems,0,0,s10,Decluttered,4
1089,CAR,Problems,Mentions that there were many problems,0,1,s11,Cluttered,5
1090,CAR,Problems,Mentions that there were many problems,0,1,s12,Decluttered,1
1091,CAR,Problems,Mentions that there were many problems,0,0,s14,Cluttered,6
1092,CAR,Problems,Mentions that there were many problems,0,0,s15,Focused,3
1093,CAR,Problems,Mentions that there were many problems,0,0,s16,Decluttered,4
1094,CAR,Problems,Mentions that there were many problems,0,0,s17,Cluttered,5
1095,CAR,Problems,Mentions that there were many problems,0,0,s18,Decluttered,1
1096,CAR,Problems,Mentions that there were many problems,0,0,s19,Decluttered,4
1097,CAR,Problems,Mentions that there were many problems,0,0,s21,Focused,3
1098,CAR,Problems,Mentions that there were many problems,0,0,s28,Focused,2
1099,CAR,Problems,Mentions that there were many problems,0,0,s29,Focused,2
1100,CAR,Problems,Mentions that there were many problems,0,0,s30,Focused,2
1101,CAR,Problems,Mentions that there were many problems,0,1,s31,Focused,2
1102,CAR,Problems,Mentions that there were many problems,0,1,s32,Cluttered,5
1103,CAR,Problems,Mentions that there were many problems,0,0,s33,Cluttered,6
1104,CAR,Problems,Mentions that there were many problems,0,0,s34,Decluttered,1
1105,NEWS,Radio,Mentions a trend related to radio,0,0,s1,Cluttered,3
1106,NEWS,Radio,Mentions a trend related to radio,0,0,s2,Cluttered,4
1107,NEWS,Radio,Mentions a trend related to radio,0,0,s4,Focused,1
1108,NEWS,Radio,Mentions a trend related to radio,0,0,s5,Cluttered,4
1109,NEWS,Radio,Mentions a trend related to radio,0,0,s7,Decluttered,2
1110,NEWS,Radio,Mentions a trend related to radio,0,1,s8,Focused,1
1111,NEWS,Radio,Mentions a trend related to radio,0,0,s9,Decluttered,6
1112,NEWS,Radio,Mentions a trend related to radio,0,0,s10,Cluttered,3
1113,NEWS,Radio,Mentions a trend related to radio,0,0,s11,Decluttered,2
1114,NEWS,Radio,Mentions a trend related to radio,0,0,s12,Decluttered,6
1115,NEWS,Radio,Mentions a trend related to radio,0,0,s14,Focused,1
1116,NEWS,Radio,Mentions a trend related to radio,0,0,s15,Cluttered,4
1117,NEWS,Radio,Mentions a trend related to radio,0,0,s16,Cluttered,3
1118,NEWS,Radio,Mentions a trend related to radio,0,1,s17,Decluttered,2
1119,NEWS,Radio,Mentions a trend related to radio,0,0,s18,Decluttered,6
1120,NEWS,Radio,Mentions a trend related to radio,0,0,s19,Cluttered,3
1121,NEWS,Radio,Mentions a trend related to radio,0,0,s21,Cluttered,4
1122,NEWS,Radio,Mentions a trend related to radio,0,0,s28,Focused,5
1123,NEWS,Radio,Mentions a trend related to radio,0,0,s29,Focused,5
1124,NEWS,Radio,Mentions a trend related to radio,0,0,s30,Focused,5
1125,NEWS,Radio,Mentions a trend related to radio,0,1,s31,Focused,5
1126,NEWS,Radio,Mentions a trend related to radio,0,0,s32,Decluttered,2
1127,NEWS,Radio,Mentions a trend related to radio,0,0,s33,Focused,1
1128,NEWS,Radio,Mentions a trend related to radio,0,1,s34,Decluttered,6
1129,CAR,Range,Mentions the range / percentage of concerns,0,0,s1,Decluttered,4
1130,CAR,Range,Mentions the range / percentage of concerns,0,0,s2,Focused,3
1131,CAR,Range,Mentions the range / percentage of concerns,0,1,s4,Cluttered,6
1132,CAR,Range,Mentions the range / percentage of concerns,0,0,s5,Focused,3
1133,CAR,Range,Mentions the range / percentage of concerns,0,0,s7,Cluttered,5
1134,CAR,Range,Mentions the range / percentage of concerns,0,0,s8,Cluttered,6
1135,CAR,Range,Mentions the range / percentage of concerns,0,0,s9,Decluttered,1
1136,CAR,Range,Mentions the range / percentage of concerns,0,0,s10,Decluttered,4
1137,CAR,Range,Mentions the range / percentage of concerns,0,0,s11,Cluttered,5
1138,CAR,Range,Mentions the range / percentage of concerns,0,0,s12,Decluttered,1
1139,CAR,Range,Mentions the range / percentage of concerns,0,0,s14,Cluttered,6
1140,CAR,Range,Mentions the range / percentage of concerns,0,0,s15,Focused,3
1141,CAR,Range,Mentions the range / percentage of concerns,0,0,s16,Decluttered,4
1142,CAR,Range,Mentions the range / percentage of concerns,0,0,s17,Cluttered,5
1143,CAR,Range,Mentions the range / percentage of concerns,0,0,s18,Decluttered,1
1144,CAR,Range,Mentions the range / percentage of concerns,0,1,s19,Decluttered,4
1145,CAR,Range,Mentions the range / percentage of concerns,0,1,s21,Focused,3
1146,CAR,Range,Mentions the range / percentage of concerns,0,0,s28,Focused,2
1147,CAR,Range,Mentions the range / percentage of concerns,0,0,s29,Focused,2
1148,CAR,Range,Mentions the range / percentage of concerns,0,0,s30,Focused,2
1149,CAR,Range,Mentions the range / percentage of concerns,0,0,s31,Focused,2
1150,CAR,Range,Mentions the range / percentage of concerns,0,0,s32,Cluttered,5
1151,CAR,Range,Mentions the range / percentage of concerns,0,0,s33,Cluttered,6
1152,CAR,Range,Mentions the range / percentage of concerns,0,0,s34,Decluttered,1
1153,PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s1,Decluttered,5
1154,PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s2,Focused,2
1155,PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,1,s4,Cluttered,3
1156,PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s5,Focused,2
1157,PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s7,Cluttered,1
1158,PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s8,Cluttered,3
1159,PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s9,Focused,4
1160,PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s10,Decluttered,5
1161,PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s11,Cluttered,1
1162,PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s12,Focused,4
1163,PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s14,Cluttered,3
1164,PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s15,Focused,2
1165,PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s16,Decluttered,5
1166,PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s17,Cluttered,1
1167,PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s18,Focused,4
1168,PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s19,Decluttered,5
1169,PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s21,Focused,2
1170,PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s28,Decluttered,6
1171,PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s29,Decluttered,6
1172,PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s30,Decluttered,6
1173,PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s31,Decluttered,6
1174,PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s32,Cluttered,1
1175,PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s33,Cluttered,3
1176,PRISON,Range,Mentions that there are only a few reasons for imprisonment,0,0,s34,Focused,4
1177,HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s1,Focused,1
1178,HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s2,Decluttered,6
1179,HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s4,Decluttered,2
1180,HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s5,Decluttered,6
1181,HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s7,Focused,4
1182,HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s8,Decluttered,2
1183,HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s9,Cluttered,5
1184,HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s10,Focused,1
1185,HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s11,Focused,4
1186,HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s12,Cluttered,5
1187,HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s14,Decluttered,2
1188,HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s15,Decluttered,6
1189,HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s16,Focused,1
1190,HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s17,Focused,4
1191,HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s18,Cluttered,5
1192,HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s19,Focused,1
1193,HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s21,Decluttered,6
1194,HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s28,Cluttered,4
1195,HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s29,Cluttered,4
1196,HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s30,Cluttered,4
1197,HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s31,Cluttered,4
1198,HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s32,Focused,4
1199,HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s33,Decluttered,2
1200,HOLIDAY,September,Mentions September as the month when people begin to shop,0,0,s34,Cluttered,5
1201,CAR,Steering,Mentions steering as a concern,0,0,s1,Decluttered,4
1202,CAR,Steering,Mentions steering as a concern,0,0,s2,Focused,3
1203,CAR,Steering,Mentions steering as a concern,0,0,s4,Cluttered,6
1204,CAR,Steering,Mentions steering as a concern,0,0,s5,Focused,3
1205,CAR,Steering,Mentions steering as a concern,0,0,s7,Cluttered,5
1206,CAR,Steering,Mentions steering as a concern,0,0,s8,Cluttered,6
1207,CAR,Steering,Mentions steering as a concern,0,0,s9,Decluttered,1
1208,CAR,Steering,Mentions steering as a concern,0,0,s10,Decluttered,4
1209,CAR,Steering,Mentions steering as a concern,0,0,s11,Cluttered,5
1210,CAR,Steering,Mentions steering as a concern,0,0,s12,Decluttered,1
1211,CAR,Steering,Mentions steering as a concern,0,1,s14,Cluttered,6
1212,CAR,Steering,Mentions steering as a concern,0,0,s15,Focused,3
1213,CAR,Steering,Mentions steering as a concern,0,0,s16,Decluttered,4
1214,CAR,Steering,Mentions steering as a concern,0,0,s17,Cluttered,5
1215,CAR,Steering,Mentions steering as a concern,0,0,s18,Decluttered,1
1216,CAR,Steering,Mentions steering as a concern,0,0,s19,Decluttered,4
1217,CAR,Steering,Mentions steering as a concern,0,0,s21,Focused,3
1218,CAR,Steering,Mentions steering as a concern,0,0,s28,Focused,2
1219,CAR,Steering,Mentions steering as a concern,0,0,s29,Focused,2
1220,CAR,Steering,Mentions steering as a concern,0,0,s30,Focused,2
1221,CAR,Steering,Mentions steering as a concern,0,0,s31,Focused,2
1222,CAR,Steering,Mentions steering as a concern,0,0,s32,Cluttered,5
1223,CAR,Steering,Mentions steering as a concern,0,0,s33,Cluttered,6
1224,CAR,Steering,Mentions steering as a concern,0,0,s34,Decluttered,1
1225,NEWS,Television,Mentions that television is one of the most common news sources,0,0,s1,Cluttered,3
1226,NEWS,Television,Mentions that television is one of the most common news sources,0,0,s2,Cluttered,4
1227,NEWS,Television,Mentions that television is one of the most common news sources,0,0,s4,Focused,1
1228,NEWS,Television,Mentions that television is one of the most common news sources,0,1,s5,Cluttered,4
1229,NEWS,Television,Mentions that television is one of the most common news sources,0,1,s7,Decluttered,2
1230,NEWS,Television,Mentions that television is one of the most common news sources,0,0,s8,Focused,1
1231,NEWS,Television,Mentions that television is one of the most common news sources,0,1,s9,Decluttered,6
1232,NEWS,Television,Mentions that television is one of the most common news sources,0,0,s10,Cluttered,3
1233,NEWS,Television,Mentions that television is one of the most common news sources,0,1,s11,Decluttered,2
1234,NEWS,Television,Mentions that television is one of the most common news sources,0,1,s12,Decluttered,6
1235,NEWS,Television,Mentions that television is one of the most common news sources,0,1,s14,Focused,1
1236,NEWS,Television,Mentions that television is one of the most common news sources,0,0,s15,Cluttered,4
1237,NEWS,Television,Mentions that television is one of the most common news sources,0,1,s16,Cluttered,3
1238,NEWS,Television,Mentions that television is one of the most common news sources,0,0,s17,Decluttered,2
1239,NEWS,Television,Mentions that television is one of the most common news sources,0,0,s18,Decluttered,6
1240,NEWS,Television,Mentions that television is one of the most common news sources,0,0,s19,Cluttered,3
1241,NEWS,Television,Mentions that television is one of the most common news sources,0,1,s21,Cluttered,4
1242,NEWS,Television,Mentions that television is one of the most common news sources,0,1,s28,Focused,5
1243,NEWS,Television,Mentions that television is one of the most common news sources,0,1,s29,Focused,5
1244,NEWS,Television,Mentions that television is one of the most common news sources,0,0,s30,Focused,5
1245,NEWS,Television,Mentions that television is one of the most common news sources,0,0,s31,Focused,5
1246,NEWS,Television,Mentions that television is one of the most common news sources,0,0,s32,Decluttered,2
1247,NEWS,Television,Mentions that television is one of the most common news sources,0,1,s33,Focused,1
1248,NEWS,Television,Mentions that television is one of the most common news sources,0,0,s34,Decluttered,6
1249,NEWS,Trends,Mentions that a trend exists,0,1,s1,Cluttered,3
1250,NEWS,Trends,Mentions that a trend exists,0,1,s2,Cluttered,4
1251,NEWS,Trends,Mentions that a trend exists,0,1,s4,Focused,1
1252,NEWS,Trends,Mentions that a trend exists,0,0,s5,Cluttered,4
1253,NEWS,Trends,Mentions that a trend exists,0,0,s7,Decluttered,2
1254,NEWS,Trends,Mentions that a trend exists,0,1,s8,Focused,1
1255,NEWS,Trends,Mentions that a trend exists,0,0,s9,Decluttered,6
1256,NEWS,Trends,Mentions that a trend exists,0,0,s10,Cluttered,3
1257,NEWS,Trends,Mentions that a trend exists,0,0,s11,Decluttered,2
1258,NEWS,Trends,Mentions that a trend exists,0,1,s12,Decluttered,6
1259,NEWS,Trends,Mentions that a trend exists,0,0,s14,Focused,1
1260,NEWS,Trends,Mentions that a trend exists,0,1,s15,Cluttered,4
1261,NEWS,Trends,Mentions that a trend exists,0,0,s16,Cluttered,3
1262,NEWS,Trends,Mentions that a trend exists,0,1,s17,Decluttered,2
1263,NEWS,Trends,Mentions that a trend exists,0,1,s18,Decluttered,6
1264,NEWS,Trends,Mentions that a trend exists,0,0,s19,Cluttered,3
1265,NEWS,Trends,Mentions that a trend exists,0,0,s21,Cluttered,4
1266,NEWS,Trends,Mentions that a trend exists,0,1,s28,Focused,5
1267,NEWS,Trends,Mentions that a trend exists,0,0,s29,Focused,5
1268,NEWS,Trends,Mentions that a trend exists,0,0,s30,Focused,5
1269,NEWS,Trends,Mentions that a trend exists,0,0,s31,Focused,5
1270,NEWS,Trends,Mentions that a trend exists,0,1,s32,Decluttered,2
1271,NEWS,Trends,Mentions that a trend exists,0,0,s33,Focused,1
1272,NEWS,Trends,Mentions that a trend exists,0,1,s34,Decluttered,6
1273,PLANTS,Trends,Mentions that a trend exists,0,0,s1,Focused,2
1274,PLANTS,Trends,Mentions that a trend exists,0,0,s2,Cluttered,5
1275,PLANTS,Trends,Mentions that a trend exists,0,1,s4,Decluttered,4
1276,PLANTS,Trends,Mentions that a trend exists,0,0,s5,Cluttered,5
1277,PLANTS,Trends,Mentions that a trend exists,0,1,s7,Focused,6
1278,PLANTS,Trends,Mentions that a trend exists,0,0,s8,Decluttered,4
1279,PLANTS,Trends,Mentions that a trend exists,0,0,s9,Cluttered,3
1280,PLANTS,Trends,Mentions that a trend exists,0,0,s10,Focused,2
1281,PLANTS,Trends,Mentions that a trend exists,0,0,s11,Focused,6
1282,PLANTS,Trends,Mentions that a trend exists,0,1,s12,Cluttered,3
1283,PLANTS,Trends,Mentions that a trend exists,0,0,s14,Decluttered,4
1284,PLANTS,Trends,Mentions that a trend exists,0,0,s15,Cluttered,5
1285,PLANTS,Trends,Mentions that a trend exists,0,0,s16,Focused,2
1286,PLANTS,Trends,Mentions that a trend exists,0,0,s17,Focused,6
1287,PLANTS,Trends,Mentions that a trend exists,0,0,s18,Cluttered,3
1288,PLANTS,Trends,Mentions that a trend exists,0,0,s19,Focused,2
1289,PLANTS,Trends,Mentions that a trend exists,0,0,s21,Cluttered,5
1290,PLANTS,Trends,Mentions that a trend exists,0,0,s28,Decluttered,1
1291,PLANTS,Trends,Mentions that a trend exists,0,0,s29,Decluttered,1
1292,PLANTS,Trends,Mentions that a trend exists,0,0,s30,Decluttered,1
1293,PLANTS,Trends,Mentions that a trend exists,0,0,s31,Decluttered,1
1294,PLANTS,Trends,Mentions that a trend exists,0,0,s32,Focused,6
1295,PLANTS,Trends,Mentions that a trend exists,0,0,s33,Decluttered,4
1296,PLANTS,Trends,Mentions that a trend exists,0,0,s34,Cluttered,3
1297,TIRES,Trends,Mentions that a trend exists,0,1,s1,Cluttered,6
1298,TIRES,Trends,Mentions that a trend exists,0,0,s2,Decluttered,1
1299,TIRES,Trends,Mentions that a trend exists,0,1,s4,Focused,5
1300,TIRES,Trends,Mentions that a trend exists,0,0,s5,Decluttered,1
1301,TIRES,Trends,Mentions that a trend exists,0,1,s7,Decluttered,3
1302,TIRES,Trends,Mentions that a trend exists,0,0,s8,Focused,5
1303,TIRES,Trends,Mentions that a trend exists,0,1,s9,Focused,2
1304,TIRES,Trends,Mentions that a trend exists,0,0,s10,Cluttered,6
1305,TIRES,Trends,Mentions that a trend exists,0,0,s11,Decluttered,3
1306,TIRES,Trends,Mentions that a trend exists,0,0,s12,Focused,2
1307,TIRES,Trends,Mentions that a trend exists,0,0,s14,Focused,5
1308,TIRES,Trends,Mentions that a trend exists,0,0,s15,Decluttered,1
1309,TIRES,Trends,Mentions that a trend exists,0,1,s16,Cluttered,6
1310,TIRES,Trends,Mentions that a trend exists,0,1,s17,Decluttered,3
1311,TIRES,Trends,Mentions that a trend exists,0,0,s18,Focused,2
1312,TIRES,Trends,Mentions that a trend exists,0,0,s19,Cluttered,6
1313,TIRES,Trends,Mentions that a trend exists,0,1,s21,Decluttered,1
1314,TIRES,Trends,Mentions that a trend exists,0,1,s28,Cluttered,3
1315,TIRES,Trends,Mentions that a trend exists,0,0,s29,Cluttered,3
1316,TIRES,Trends,Mentions that a trend exists,0,1,s30,Cluttered,3
1317,TIRES,Trends,Mentions that a trend exists,0,0,s31,Cluttered,3
1318,TIRES,Trends,Mentions that a trend exists,0,1,s32,Decluttered,3
1319,TIRES,Trends,Mentions that a trend exists,0,0,s33,Focused,5
1320,TIRES,Trends,Mentions that a trend exists,0,0,s34,Focused,2
1321,PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s1,Decluttered,5
1322,PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s2,Focused,2
1323,PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s4,Cluttered,3
1324,PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s5,Focused,2
1325,PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s7,Cluttered,1
1326,PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s8,Cluttered,3
1327,PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s9,Focused,4
1328,PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s10,Decluttered,5
1329,PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s11,Cluttered,1
1330,PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s12,Focused,4
1331,PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s14,Cluttered,3
1332,PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s15,Focused,2
1333,PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s16,Decluttered,5
1334,PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s17,Cluttered,1
1335,PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s18,Focused,4
1336,PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s19,Decluttered,5
1337,PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s21,Focused,2
1338,PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s28,Decluttered,6
1339,PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s29,Decluttered,6
1340,PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s30,Decluttered,6
1341,PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s31,Decluttered,6
1342,PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s32,Cluttered,1
1343,PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s33,Cluttered,3
1344,PRISON,Weapons,Mentions that weapons are a common reason for imprisonment,0,0,s34,Focused,4
1345,HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,0,s1,Focused,1
1346,HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,1,s2,Decluttered,6
1347,HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,1,s4,Decluttered,2
1348,HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,0,s5,Decluttered,6
1349,HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,1,s7,Focused,4
1350,HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,0,s8,Decluttered,2
1351,HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,0,s9,Cluttered,5
1352,HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,1,s10,Focused,1
1353,HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,1,s11,Focused,4
1354,HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,0,s12,Cluttered,5
1355,HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,1,s14,Decluttered,2
1356,HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,0,s15,Decluttered,6
1357,HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,0,s16,Focused,1
1358,HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,1,s17,Focused,4
1359,HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,1,s18,Cluttered,5
1360,HOLIDAY,Woman,Mentions that women shop more / earlier than men,1,1,s19,Focused,1
